unit_id,cell_type,region,layer,channel,depth_um,place_x_cm,place_y_cm,hd_pref_rad
96,CA1_pyr,CA1,pyramidal,16,300.0,23.578435956061384,70.18361423939524,2.0550336609356625
97,CA1_pyr,CA1,pyramidal,18,340.0,69.70918023945039,45.38927000839648,-2.843726774344073
98,CA1_pyr,CA1,pyramidal,15,280.0,12.055299887266937,16.86739894988099,-0.5709951585739241
99,CA1_pyr,CA1,pyramidal,15,280.0,46.1586204931745,78.08345639039328,-2.0473305560552655
100,CA1_pyr,CA1,radiatum,28,540.0,83.79615874706107,42.52930832140742,0.1196714559886165
101,CA1_pyr,CA1,radiatum,30,580.0,36.80022931232151,80.73988460478648,0.6947708221985729
102,CA1_pyr,CA1,radiatum,24,460.0,59.766074319236665,83.9886702244091,0.09562755705802228
103,CA1_pyr,CA1,radiatum,21,400.0,55.70488044179294,10.473534907136841,1.6816603237801804
104,CA1_pyr,CA1,radiatum,30,580.0,85.51700193195602,13.543608407176677,1.3080699580700053
105,CA1_pyr,CA1,radiatum,25,480.0,53.331014448176994,17.660515220471193,1.957233433549976
106,CA1_pyr,CA1,radiatum,24,460.0,33.037828814933796,65.39081207135244,2.9645871982720733
107,CA1_pyr,CA1,radiatum,28,540.0,44.90203624816197,63.86751086031773,-1.4016416682289619
108,CA1_pyr,CA1,radiatum,23,440.0,58.22386433351185,16.048792272554966,-2.169172809840875
109,CA1_pyr,CA1,radiatum,28,540.0,46.480366629315924,82.82071743181687,-2.4360897051025505
110,CA1_pyr,CA1,radiatum,21,400.0,26.938059536305214,55.84730899412304,-0.4384793900004227
111,CA1_pyr,CA1,radiatum,23,440.0,21.594959868152756,75.94264238671451,-0.12912331245561903
112,CA1_pyr,CA1,radiatum,24,460.0,12.409182358662694,46.61600700134494,-0.8267628971253225
113,CA1_pyr,CA1,radiatum,29,560.0,65.37137363403225,51.67393059836094,-2.1284392289068954
114,CA1_pyr,CA1,radiatum,30,580.0,81.67790562510083,72.12976045063091,2.9349805000568265
115,CA1_pyr,CA1,radiatum,24,460.0,35.098927768952905,27.680245022869343,1.8808188985328167
116,CA1_pyr,CA1,radiatum,21,400.0,60.7785710203902,72.56583129351833,-0.08811787384753522
117,CA1_pyr,CA1,radiatum,23,440.0,65.57534091663993,29.356139600331453,0.5500740237668462
118,CA1_pyr,CA1,radiatum,22,420.0,26.227097798145635,84.86231913649543,1.919829503676267
119,CA1_pyr,CA1,radiatum,26,500.0,27.591556035066375,10.170176294298825,2.760846071949513
120,CA1_pyr,CA1,radiatum,27,520.0,76.70504657402196,50.928357061962686,-2.782721276404886
121,CA1_pyr,CA1,radiatum,27,520.0,30.61696332095667,71.14844952638909,-0.8315965025766059
122,CA1_pyr,CA1,radiatum,25,480.0,85.70750958845706,51.161550463319536,-2.723204774160659
123,CA1_pyr,CA1,radiatum,29,560.0,64.02624757772799,45.28338324037668,-2.2259716190281496
124,CA1_pyr,CA1,radiatum,24,460.0,17.758530692481564,85.13911563659448,1.5802685339320517
125,CA1_pyr,CA1,radiatum,27,520.0,71.62248002599077,79.10265047258142,-0.19523239657124147
126,CA1_pyr,CA1,radiatum,24,460.0,18.81425293354395,66.02929745645055,1.578023611628538
127,CA1_pyr,CA1,radiatum,21,400.0,18.907039008641398,83.34503947070525,2.4599425316709755
128,CA1_pyr,CA1,radiatum,23,440.0,57.14783661171477,24.463033553095947,-1.8554100621212606
129,CA1_pyr,CA1,radiatum,26,500.0,63.02375216420779,70.67705563472597,-1.3688909475493398
130,CA1_pyr,CA1,radiatum,24,460.0,63.54875692404117,37.70135406417133,-0.02364700327882341
131,CA1_pyr,CA1,radiatum,24,460.0,57.5601645712716,24.955510069179716,-0.3225424687108327
132,CA1_pyr,CA1,radiatum,26,500.0,62.627426583967335,58.17924668691304,-2.4383898377375277
133,CA1_pyr,CA1,radiatum,28,540.0,59.562864824467695,85.87193004352457,2.7254920528016227
134,CA1_pyr,CA1,radiatum,21,400.0,52.75374063221642,71.5756066463209,-2.5030244573683778
135,CA1_pyr,CA1,radiatum,21,400.0,72.90385729203282,63.86001902830756,2.8086613987409264
136,CA1_pyr,CA1,radiatum,21,400.0,49.59969318792707,72.93829672843559,0.6847355170849112
137,CA1_pyr,CA1,radiatum,27,520.0,41.57802686829531,77.61299733432044,2.270098074020198
138,CA1_pyr,CA1,radiatum,23,440.0,41.83571587947708,82.66207518921894,-1.1994395374126312
139,CA1_pyr,CA1,radiatum,28,540.0,88.39443949650024,61.55904994461864,0.5806715148760984
140,CA1_pyr,CA1,radiatum,25,480.0,51.08875812404222,49.24791550032072,1.1158026780496586
141,CA1_pyr,CA1,radiatum,21,400.0,35.47487110010842,25.265172182162885,3.061974850321885
142,CA1_pyr,CA1,radiatum,23,440.0,23.85117548591972,37.036250325844655,0.9434960735154467
143,CA1_pyr,CA1,radiatum,21,400.0,81.62712765473071,53.24187450385444,1.1363769612962802
144,CA1_pyr,CA1,radiatum,26,500.0,22.939527149443375,84.5717923514849,2.1726171602424795
145,CA1_pyr,CA1,radiatum,29,560.0,55.56502890718802,52.234623903248846,-1.196402994538649
146,CA1_pyr,CA1,radiatum,21,400.0,30.735513354737087,60.50745989733555,-0.44846427078690665
147,CA1_pyr,CA1,radiatum,29,560.0,28.173958844152303,22.12372662668331,0.8136643223618574
148,CA1_pyr,CA1,radiatum,25,480.0,41.40270830277104,53.77265755648381,0.8093185412017601
149,CA1_pyr,CA1,radiatum,22,420.0,14.44993324524317,86.97270336337229,-1.975979762617265
150,CA2_pyr,CA2,pyramidal,33,640.0,18.698081446978414,61.3131305892807,-0.5107252217155454
151,CA2_pyr,CA2,pyramidal,38,740.0,50.73088317400825,28.471843217508066,-1.8147759137907344
152,CA2_pyr,CA2,pyramidal,34,660.0,28.696822878500292,30.06562333088241,-1.2606182067988223
153,CA2_pyr,CA2,pyramidal,40,780.0,52.22168498992492,15.49740906006523,-0.4981060653704912
154,CA2_pyr,CA2,pyramidal,32,620.0,85.16766770857656,35.573778600046104,-2.164303935607638
155,CA2_pyr,CA2,pyramidal,32,620.0,20.614265000133855,30.68552678744502,2.669069622132816
156,CA2_pyr,CA2,pyramidal,39,760.0,46.181205267023564,53.983495856285614,1.2605088143176744
157,CA2_pyr,CA2,pyramidal,35,680.0,65.49271413322329,68.88503764123276,0.5716724549139673
158,CA2_pyr,CA2,pyramidal,35,680.0,64.9542263752787,63.515458385125626,-2.121538357548907
159,CA2_pyr,CA2,pyramidal,39,760.0,60.92599503079181,40.86709335004983,1.9529794937886669
160,CA2_pyr,CA2,pyramidal,37,720.0,63.294324750909496,59.19073482541926,-2.4469193394805404
161,CA2_pyr,CA2,pyramidal,31,600.0,38.27651090054054,34.155375589420245,-2.569851140586293
162,CA2_pyr,CA2,pyramidal,38,740.0,52.97757803178116,28.08625356071265,0.8531971456989473
163,CA2_pyr,CA2,pyramidal,33,640.0,46.50903591835551,26.557880573764745,1.8002506808810068
164,CA2_pyr,CA2,pyramidal,38,740.0,85.55227902661969,57.147453924068884,2.791313541606809
165,CA2_pyr,CA2,pyramidal,37,720.0,38.12792622458925,39.588451391951594,2.697378079846618
166,CA2_pyr,CA2,pyramidal,39,760.0,41.55043951503768,22.478760641017253,-2.188180344753301
167,CA2_pyr,CA2,pyramidal,39,760.0,46.16310568103564,74.3382552176077,-2.3770050572211368
168,CA2_pyr,CA2,pyramidal,40,780.0,20.640463310350732,30.31648803026787,-0.04317650171763221
169,CA2_pyr,CA2,pyramidal,32,620.0,20.58450847608661,23.939855198563052,1.2955903365462804
170,CA2_pyr,CA2,pyramidal,31,600.0,17.015600036553753,64.48028840859149,2.8798918704794643
171,CA2_pyr,CA2,pyramidal,35,680.0,89.71852812302882,69.4233233054413,-1.07486201989013
172,CA2_pyr,CA2,pyramidal,34,660.0,55.43002787987719,17.307196094301442,-0.8643607901502648
173,CA2_pyr,CA2,pyramidal,36,700.0,62.39419073361955,39.59331135687995,1.3100714975519923
174,CA2_pyr,CA2,pyramidal,39,760.0,22.66587469543607,46.857996519386376,1.9217883771940052
175,CA2_pyr,CA2,pyramidal,36,700.0,53.811071595071915,19.50885856813575,-1.414370769223241
176,CA2_pyr,CA2,pyramidal,37,720.0,38.61585587492368,75.79328184898374,1.4207019600071593
177,CA2_pyr,CA2,pyramidal,36,700.0,22.030663945692062,46.1756541395037,2.376794808534952
178,CA2_pyr,CA2,pyramidal,36,700.0,15.495080660307936,50.1670962681395,-0.20804869716517738
179,CA2_pyr,CA2,pyramidal,40,780.0,43.16371783300106,75.09403336722563,0.20278966915747
180,CA2_pyr,CA2,pyramidal,36,700.0,86.28094600165868,81.6166399872472,1.6952947499682391
181,CA2_pyr,CA2,pyramidal,40,780.0,10.142269094198522,23.723922700781614,0.10778632609227978
182,CA2_pyr,CA2,pyramidal,35,680.0,20.577407669969983,84.14450580010609,-0.4407894793205869
183,CA2_pyr,CA2,pyramidal,33,640.0,50.9245370882497,88.5319336839957,1.4008037093182102
184,CA2_pyr,CA2,pyramidal,37,720.0,19.289817422636375,69.28319879763451,-1.0206542833861882
185,CA2_pyr,CA2,pyramidal,33,640.0,46.542404338652766,47.0205320936622,1.827999607433048
186,CA2_pyr,CA2,pyramidal,31,600.0,46.917270925972645,44.65112206358873,0.7700021402708712
187,CA2_pyr,CA2,pyramidal,35,680.0,13.792589376702553,78.31799093874534,0.8957880409512331
188,CA2_pyr,CA2,pyramidal,37,720.0,49.663464427998505,82.02310876260276,2.4049856371137803
189,CA2_pyr,CA2,pyramidal,32,620.0,29.05970378356229,86.14547318133461,1.4777719914242615
190,CA2_pyr,CA2,pyramidal,34,660.0,42.71172159068335,79.21709960848092,-1.9296052431608717
191,CA2_pyr,CA2,pyramidal,32,620.0,74.02042026792762,51.780244971786395,-0.8547971827410223
192,CA2_pyr,CA2,pyramidal,39,760.0,41.06451016421132,43.088293455042894,-1.447384825876478
193,CA2_pyr,CA2,pyramidal,36,700.0,22.30592116712061,49.60682387198312,-0.3643190905089635
194,CA2_pyr,CA2,pyramidal,32,620.0,18.822222500655652,55.239379946012896,-1.7482800327229406
195,CA2_pyr,CA2,pyramidal,40,780.0,20.05737125356066,83.31176769305611,0.91493362690965
196,CA2_pyr,CA2,pyramidal,33,640.0,43.157229086280076,32.05950422760154,-0.14172021584669192
197,CA2_pyr,CA2,pyramidal,33,640.0,48.47293284611582,88.81092093187164,2.5862068593187573
198,CA2_pyr,CA2,pyramidal,37,720.0,20.61260004831783,64.71580869132069,-0.8802509561257645
199,CA2_pyr,CA2,pyramidal,32,620.0,84.03972665910793,56.272916904307884,-1.4542237038363823
200,CA2_pyr,CA2,pyramidal,39,760.0,54.03064110255181,73.94099652728052,-0.551230205625707
201,CA2_pyr,CA2,pyramidal,37,720.0,22.175507999023452,77.89995191709046,2.6340947701476454
202,CA2_pyr,CA2,pyramidal,33,640.0,70.43457003748259,87.85367982622667,2.2558712742008282
203,CA2_pyr,CA2,pyramidal,33,640.0,27.226136063614994,89.26115503506863,-0.7964957838530036
204,CA2_pyr,CA2,pyramidal,32,620.0,72.26740830174677,58.53735630272523,2.921585687359225
205,CA2_pyr,CA2,pyramidal,31,600.0,45.496031369581004,47.79677539473343,2.5324584057287414
206,CA2_pyr,CA2,pyramidal,31,600.0,79.51545569814921,28.153961792415643,-1.5553413710703077
207,CA2_pyr,CA2,pyramidal,31,600.0,34.70825088047526,46.25336413931596,-1.7495171105411877
208,CA2_pyr,CA2,pyramidal,37,720.0,40.45361877155794,24.217710547019287,-0.9847849928204218
209,CA2_pyr,CA2,pyramidal,39,760.0,85.36593581240514,43.35654209133625,0.5707892577543419
210,CA3_pyr,CA3,pyramidal,61,1200.0,71.87760477487909,89.96410405582164,-3.069690667029892
211,CA3_pyr,CA3,pyramidal,54,1060.0,69.50458389075341,28.490024988439444,-2.6980171149054284
212,CA3_pyr,CA3,pyramidal,47,920.0,15.216186222079724,22.623780100386092,-2.825441601461396
213,CA3_pyr,CA3,pyramidal,49,960.0,13.934877525705067,83.58411549184589,0.36548341162119913
214,CA3_pyr,CA3,pyramidal,45,880.0,21.787883187894828,41.41061587689531,-1.5411900624797694
215,CA3_pyr,CA3,pyramidal,58,1140.0,50.768100990408975,11.531534534914734,2.7431539616413785
216,CA3_pyr,CA3,pyramidal,66,1300.0,89.40387120459593,31.779933401670924,0.0016024655720370262
217,CA3_pyr,CA3,pyramidal,65,1280.0,18.81075891413542,44.27996109860399,-1.1207939102700415
218,CA3_pyr,CA3,pyramidal,66,1300.0,12.107374277690122,84.00633448299992,-3.019800453270712
219,CA3_pyr,CA3,pyramidal,49,960.0,46.39444113860047,24.81996073064762,-1.1734426533628013
220,CA3_pyr,CA3,pyramidal,42,820.0,25.179889641055986,75.12080978738975,2.4455079720923054
221,CA3_pyr,CA3,pyramidal,63,1240.0,56.677310473306555,51.62808444489724,2.7274534722446475
222,CA3_pyr,CA3,pyramidal,57,1120.0,40.01508211872756,63.226439337973346,-2.245779271788062
223,CA3_pyr,CA3,pyramidal,55,1080.0,71.50579360389051,61.62237811233282,0.4053703841366354
224,CA3_pyr,CA3,pyramidal,58,1140.0,29.42390660485976,83.31416608017106,-1.099144015482647
225,CA3_pyr,CA3,pyramidal,56,1100.0,68.18627288361454,67.8135674999662,0.6873583765168623
226,CA3_pyr,CA3,pyramidal,50,980.0,34.971251697539174,68.73375561619886,-2.404875125016434
227,CA3_pyr,CA3,pyramidal,60,1180.0,87.83465868144586,87.09027000928687,-1.6040141851065612
228,CA3_pyr,CA3,pyramidal,52,1020.0,57.71384720149655,45.03026395482301,-0.7380259759430916
229,CA3_pyr,CA3,pyramidal,55,1080.0,46.215605334631974,86.0959957177842,1.6365206572168054
230,CA3_pyr,CA3,pyramidal,44,860.0,72.4772867266516,57.925977461064264,3.0894718365402563
231,CA3_pyr,CA3,pyramidal,46,900.0,69.31580794275332,51.451401354451434,-1.7314335554834537
232,CA3_pyr,CA3,pyramidal,42,820.0,81.78782057914086,11.34197309933211,-1.552520271712211
233,CA3_pyr,CA3,pyramidal,47,920.0,33.25755991739296,54.268840745369644,-2.0239798091844
234,CA3_pyr,CA3,pyramidal,44,860.0,56.67245515323603,61.6461335200521,2.985544349787988
235,CA3_pyr,CA3,pyramidal,42,820.0,47.348673672190074,22.5604458903604,-1.2606500411462833
236,CA3_pyr,CA3,pyramidal,70,1380.0,70.73925089269619,24.657795097361035,1.9578483806296463
237,CA3_pyr,CA3,pyramidal,67,1320.0,48.038417654998035,79.89908426278637,-0.47018850271694346
238,CA3_pyr,CA3,pyramidal,62,1220.0,87.19248132643384,43.426192294364554,2.86607699690951
239,CA3_pyr,CA3,pyramidal,60,1180.0,52.322990231597714,59.129274129262456,1.8914340058222177
240,CA3_pyr,CA3,pyramidal,48,940.0,82.44251073595926,86.52398244324488,-0.6127220589119466
241,CA3_pyr,CA3,pyramidal,69,1360.0,20.97038904531452,40.49159948333522,-2.535050115810481
242,CA3_pyr,CA3,pyramidal,46,900.0,19.551166212019133,34.35154372605881,-1.2253703012176491
243,CA3_pyr,CA3,pyramidal,50,980.0,47.40441133761987,19.102521356783893,1.6093102783232318
244,CA3_pyr,CA3,pyramidal,49,960.0,67.04865494042184,10.381637802698194,2.165246710278014
245,CA3_pyr,CA3,pyramidal,57,1120.0,75.62940321553695,75.79361154013475,1.1557655324681742
246,CA3_pyr,CA3,pyramidal,45,880.0,39.50809736491564,20.135799501585492,1.7578482611619348
247,CA3_pyr,CA3,pyramidal,58,1140.0,45.498363580941,69.5469749967655,2.044053681855159
248,CA3_pyr,CA3,pyramidal,47,920.0,16.708681702793626,80.30276584343278,-1.2762900824882764
249,CA3_pyr,CA3,pyramidal,45,880.0,10.184495944094252,34.147645870661655,2.7723119209850786
250,CA3_pyr,CA3,pyramidal,64,1260.0,67.33186247394931,55.314710057696495,-2.2763107869888595
251,CA3_pyr,CA3,pyramidal,57,1120.0,86.20307045977145,18.87947269047837,1.0372691737232644
252,CA3_pyr,CA3,pyramidal,68,1340.0,68.51552840564185,21.612045387105034,-2.478390998492052
253,CA3_pyr,CA3,pyramidal,59,1160.0,30.61027886450099,73.02329136821906,3.1333154755189803
254,CA3_pyr,CA3,pyramidal,67,1320.0,29.97721439519254,23.94618998750761,-0.6886688262953418
255,CA3_pyr,CA3,pyramidal,53,1040.0,58.787620104169136,40.12801609820984,0.13189298785174053
256,CA3_pyr,CA3,pyramidal,57,1120.0,78.92793644663297,24.182343434776783,-1.4948195020723
257,CA3_pyr,CA3,pyramidal,51,1000.0,47.848335635486634,12.667758856864006,1.4891784200563976
258,CA3_pyr,CA3,pyramidal,53,1040.0,44.626504656777456,19.862156853513405,1.2492825927141933
259,CA3_pyr,CA3,pyramidal,48,940.0,15.088951274710487,55.91986558103671,-0.3978173972922505
260,CA3_pyr,CA3,pyramidal,61,1200.0,30.11868531019525,24.520657330311675,-1.1133490243369577
261,CA3_pyr,CA3,pyramidal,43,840.0,65.7117457414163,10.309208546915958,-2.331237829202346
262,CA3_pyr,CA3,pyramidal,64,1260.0,55.48672632437092,43.322478059842304,-2.662085807191886
263,CA3_pyr,CA3,pyramidal,58,1140.0,11.483010359214205,77.90927291529657,2.7148072547146036
264,CA3_pyr,CA3,pyramidal,51,1000.0,73.40544280760486,21.003941647267126,-1.3926569288160127
265,CA3_pyr,CA3,pyramidal,46,900.0,64.54613675206856,58.29436299337328,-2.5667671911907304
266,CA3_pyr,CA3,pyramidal,51,1000.0,30.013550732195426,64.77359564405461,2.2755600932623654
267,CA3_pyr,CA3,pyramidal,43,840.0,46.69091477424543,59.416527361583505,3.078275448073067
268,CA3_pyr,CA3,pyramidal,48,940.0,44.43534685294698,65.68756239108143,0.09378115342002813
269,CA3_pyr,CA3,pyramidal,70,1380.0,27.493030912505667,60.00328170766252,1.1020366037185196
270,CA3_pyr,CA3,pyramidal,56,1100.0,30.846333083667332,14.53852518500903,1.5612391448524185
271,CA3_pyr,CA3,pyramidal,67,1320.0,67.20803118599233,85.32627937677141,2.0279299844470167
